id_atividade,nome_atividade,tipo_atividade,data_atividade_DMA,horario,distancia_percorrida,Tempo_total,pace,ritmo_medio,ganho_elevacao,equipamentos
9990587682,TP 35.0 km,Pedalada,2023-10-06,Noite,35.0,02:14:58,00:03:45,15.96,504,Show Gravel
10009131444,TC 8.0 km,Corrida,2023-10-09,Noite,8.0,00:46:17,00:05:46,10.38,105.2,Olympikus Corre 1 Corre 1
10045526370,TP 54.0 km,Pedalada,2023-10-15,Tarde,54.0,02:19:54,00:02:34,23.31,376,Show Gravel
10086721721,TC 8.0 km,Corrida,2023-10-22,Noite,8.0,00:46:07,00:05:45,10.42,86.3,Olympikus Corre 1 Corre 1
10093107942,TP 22.0 km,Pedalada,2023-10-23,Noite,22.0,01:03:40,00:02:50,21.14,364,Show Gravel
10127897965,TC 6.0 km,Corrida,2023-10-29,Noite,6.0,00:34:36,00:05:44,10.46,55.1,Olympikus Corre 1 Corre 1
10133110796,TC 4.0 km,Corrida,2023-10-30,Noite,4.0,00:22:21,00:05:35,10.74,24.4,Olympikus Corre 1 Corre 1
10167110041,TP 48.0 km,Pedalada,2023-11-05,Tarde,48.0,02:08:07,00:02:39,22.52,402,Show Gravel
10208922351,TC 5.0 km,Corrida,2023-11-12,Noite,5.0,00:28:02,00:05:33,10.79,46.6,Olympikus Corre 1 Corre 1
10208922372,TC 6.0 km,Corrida,2023-11-06,Noite,6.0,00:31:50,00:05:16,11.37,27,Olympikus Corre 1 Corre 1
10238226253,TP 30.0 km,Pedalada,2023-11-17,Noite,30.0,01:02:01,00:02:00,29.93,13.2,Show Gravel
10250605996,TP 31.0 km,Pedalada,2023-11-20,Manhã,31.0,00:55:38,00:01:45,34.02,116,Show Gravel
10250646230,TP 36.0 km,Pedalada,2023-11-20,Manhã,36.0,01:25:56,00:02:23,25.17,203,Show Gravel
10432146951,TC 5.0 km,Corrida,2023-12-24,Noite,5.0,00:27:50,00:05:34,10.78,16.7,Olympikus Corre 1 Corre 1
10442282943,TC 5.0 km,Corrida,2023-12-25,Noite,5.0,00:28:01,00:05:35,10.73,17,Olympikus Corre 1 Corre 1
10442282982,TP 32.0 km,Pedalada,2023-12-26,Noite,32.0,01:51:30,00:03:24,17.61,424.9,Show Gravel
10459022330,TC 6.0 km,Corrida,2023-12-29,Noite,6.0,00:34:00,00:05:40,10.59,31.2,Olympikus Corre 1 Corre 1
10466721054,TC 12.0 km,Corrida,2023-12-31,Manhã,12.0,01:11:27,00:05:57,10.08,165.6,Olympikus Corre 1 Corre 1
10491594401,TC 6.0 km,Corrida,2024-01-03,Noite,6.0,00:33:14,00:05:32,10.83,30.6,Olympikus Corre 1 Corre 1
10498206191,TC 15.0 km,Corrida,2024-01-05,Manhã,15.0,01:39:53,00:06:39,9.01,72,Olympikus Corre 1 Corre 1
10572442702,TC 4.0 km,Corrida,2024-01-16,Noite,4.0,00:28:53,00:06:01,9.95,32.3,Olympikus Corre 1 Corre 1
10572492983,TC 5.0 km,Corrida,2024-01-07,Noite,5.0,00:29:30,00:05:53,10.19,18.8,Olympikus Corre 1 Corre 1
10600260073,TC 7.0 km,Corrida,2024-01-21,Manhã,7.0,00:43:23,00:05:59,10.03,123.2,Olympikus Corre 1 Corre 1
10743780684,TC 5.0 km,Corrida,2024-02-11,Noite,5.0,00:28:37,00:05:42,10.5,39.9,Olympikus Corre 1 Corre 1
10771985659,TC 5.0 km,Corrida,2024-02-13,Noite,5.0,00:28:41,00:05:43,10.48,25.6,Olympikus Corre 1 Corre 1
10829832390,TC 5.0 km,Corrida,2024-02-18,Noite,5.0,00:29:36,00:05:53,10.18,37.4,Olympikus Corre 1 Corre 1
10837677591,TC 4.0 km,Corrida,2024-02-25,Noite,4.0,00:22:38,00:05:39,10.6,54.1,Olympikus Corre 1 Corre 1
10843522075,TC 4.0 km,Corrida,2024-02-26,Noite,4.0,00:22:31,00:05:37,10.66,20.3,Olympikus Corre 1 Corre 1
10858055501,TC 5.0 km,Corrida,2024-02-28,Noite,5.0,00:33:44,00:06:07,9.8,129,Olympikus Corre 1 Corre 1
10891492167,TP 35.0 km,Pedalada,2023-12-22,Noite,35.0,01:38:56,00:02:48,21.31,450,Show Gravel
10891503394,TP 26.0 km,Pedalada,2024-03-04,Noite,26.0,01:14:22,00:02:50,21.07,387,Show Gravel
10919184735,TC 5.0 km,Corrida,2024-03-03,Noite,5.0,00:28:53,00:05:45,10.41,46,Olympikus Corre 1 Corre 1
10933727665,TP 25.0 km,Pedalada,2024-03-10,Noite,25.0,01:17:32,00:03:03,19.65,340.5,Show Gravel
10947453416,TP 49.0 km,Pedalada,2024-03-12,Noite,49.0,02:17:54,00:02:46,21.66,312,Show Gravel
11038200569,TC 6.0 km,Corrida,2024-03-17,Noite,6.0,00:33:49,00:05:37,10.66,57.3,Olympikus Corre 1 Corre 1
11038200642,TC 5.0 km,Corrida,2024-03-24,Noite,5.0,00:28:25,00:05:40,10.58,43.9,Olympikus Corre 1 Corre 1
11052044805,TC 5.0 km,Corrida,2024-03-27,Noite,5.0,00:30:26,00:06:05,9.86,123.5,Olympikus Corre 1 Corre 1
11078930535,TC 5.0 km,Corrida,2024-03-29,Noite,5.0,00:30:27,00:05:40,10.56,99.4,Olympikus Corre 1 Corre 1
11078930554,TC 6.0 km,Corrida,2024-03-31,Noite,6.0,00:34:52,00:05:47,10.36,59.3,Adidas Duramo rc
11086720872,TC 6.0 km,Corrida,2024-04-01,Noite,6.0,00:34:33,00:05:44,10.44,54.2,Adidas Duramo rc
11190523684,TC 5.0 km,Corrida,2024-04-15,Noite,5.0,00:27:19,00:05:25,11.05,44,Adidas Duramo rc
11190523858,TC 4.0 km,Corrida,2024-04-06,Noite,4.0,00:20:59,00:05:14,11.44,26.3,Adidas Duramo rc
11190523883,TC 5.0 km,Corrida,2024-04-14,Noite,5.0,00:28:31,00:05:21,11.21,41.5,Adidas Duramo rc
11235351927,TC 5.0 km,Corrida,2024-04-21,Noite,5.0,00:26:50,00:05:22,11.18,44.3,Adidas Duramo rc
11275479069,TC 9.0 km,Corrida,2024-04-26,Noite,9.0,00:54:01,00:05:59,10.01,152.7,Adidas Duramo rc
11294367657,TC 6.0 km,Corrida,2024-04-29,Noite,6.0,00:35:14,00:05:43,10.47,34.8,Adidas Duramo rc
11302183190,TC 6.0 km,Corrida,2024-04-30,Noite,6.0,00:35:28,00:05:54,10.17,16.6,Adidas Duramo rc
11312160408,TP 31.0 km,Pedalada,2024-05-01,Noite,31.0,01:52:35,00:03:35,16.7,444,Show Gravel
11325896448,TP 25.0 km,Pedalada,2024-05-03,Noite,25.0,01:00:38,00:02:21,25.36,311,Show Gravel
11325903046,TP 25.0 km,Pedalada,2024-05-03,Noite,25.0,00:58:44,00:02:19,25.79,274.4,Show Gravel
11349280731,TP 25.0 km,Pedalada,2024-05-06,Noite,25.0,00:56:58,00:02:12,27.23,288,Show Gravel
11380874780,TP 23.0 km,Pedalada,2024-05-10,Noite,23.0,01:01:37,00:02:38,22.75,404,Show Gravel
11396939720,TC 6.0 km,Corrida,2024-05-12,Noite,6.0,00:31:39,00:05:15,11.39,26.4,Adidas Duramo rc
11405247656,TP 36.0 km,Pedalada,2024-05-13,Noite,36.0,01:00:36,00:01:40,35.76,134,Show Gravel
11405252181,TP 20.0 km,Pedalada,2024-05-14,Noite,20.0,00:47:15,00:02:19,25.78,241,Show Gravel
11420617207,TP 24.0 km,Pedalada,2024-05-15,Noite,24.0,01:06:44,00:02:40,22.44,346,Show Gravel
11442213679,TC 5.0 km,Corrida,2024-05-18,Noite,5.0,00:26:49,00:05:21,11.19,37.3,Adidas Duramo rc
11451178139,TC 6.0 km,Corrida,2024-05-19,Noite,6.0,00:32:26,00:05:23,11.12,67.2,Adidas Duramo rc
11459851723,TP 60.0 km,Pedalada,2024-05-20,Noite,60.0,01:59:05,00:01:58,30.33,495,Show Gravel
11467158634,TC 5.0 km,Corrida,2024-05-21,Noite,5.0,00:27:37,00:05:24,11.1,37.2,Adidas Duramo rc
11489597019,TC 5.0 km,Corrida,2024-05-24,Noite,5.0,00:30:13,00:05:22,11.16,49.5,Adidas Duramo rc
11505732193,TC 7.0 km,Corrida,2024-05-26,Noite,7.0,00:40:02,00:05:24,11.11,45.8,Adidas Duramo rc
11521154400,TP 54.0 km,Pedalada,2024-05-28,Noite,54.0,02:01:21,00:02:13,27.02,498,Show Gravel
11543066369,TC 8.0 km,Corrida,2024-05-31,Noite,8.0,00:43:14,00:05:23,11.13,53.3,Adidas Duramo rc
11562227597,TC 7.0 km,Corrida,2024-06-03,Manhã,7.0,00:37:53,00:05:24,11.09,55,Adidas Duramo rc
11570215867,TC 8.0 km,Corrida,2024-06-04,Manhã,8.0,00:44:10,00:05:31,10.87,38.8,Adidas Duramo rc
11587096617,TC 6.0 km,Corrida,2024-06-06,Manhã,6.0,00:40:25,00:05:47,10.36,65.8,Adidas Duramo rc
11607319829,TC 4.0 km,Corrida,2024-06-08,Noite,4.0,00:24:28,00:05:07,11.72,51.2,Adidas Duramo rc
11618080865,TC 6.0 km,Corrida,2024-06-10,Manhã,6.0,00:33:29,00:05:34,10.77,28.1,Adidas Duramo rc
11630729805,TC 4.0 km,Corrida,2024-06-11,Noite,4.0,00:25:31,00:05:56,10.11,13.3,Adidas Duramo rc
11638856373,TP 47.0 km,Pedalada,2024-06-12,Noite,47.0,02:07:01,00:02:40,22.5,512.8,Show Gravel
11653175402,TP 28.0 km,Pedalada,2024-06-14,Noite,28.0,00:59:23,00:02:03,29.06,7.2,Show Gravel
11653457308,TP 61.0 km,Pedalada,2024-06-14,Noite,61.0,02:35:06,00:02:30,23.96,376,Show Gravel
11660950831,TC 6.0 km,Corrida,2024-06-15,Noite,6.0,00:39:58,00:05:57,10.07,46.2,Adidas Duramo rc
11685498839,TP 58.0 km,Pedalada,2024-06-18,Noite,58.0,02:21:27,00:02:24,24.89,369,Show Gravel
11685575619,TP 23.0 km,Pedalada,2024-06-18,Noite,23.0,00:46:35,00:01:59,30.17,7.6,Show Gravel
11708204153,TC 5.0 km,Corrida,2024-06-21,Noite,5.0,00:27:09,00:05:25,11.07,37.2,Adidas Duramo rc
11708204203,TC 5.0 km,Corrida,2024-06-20,Noite,5.0,00:26:43,00:05:20,11.23,28.8,Adidas Duramo rc
11723935734,TC 8.0 km,Corrida,2024-06-23,Noite,8.0,00:42:46,00:05:20,11.22,49,Adidas Duramo rc
11731770698,TP 54.0 km,Pedalada,2024-06-24,Noite,54.0,02:25:28,00:02:41,22.33,458,Show Gravel
11740010159,TC 8.0 km,Corrida,2024-06-25,Noite,8.0,00:43:34,00:05:26,11.02,57.2,PUMA Velocity Nitro 3
11749066622,TP 47.0 km,Pedalada,2024-06-26,Noite,47.0,02:46:28,00:03:28,17.23,442,Show Gravel
11762933075,TP 30.0 km,Pedalada,2024-06-28,Noite,30.0,00:59:23,00:01:58,30.32,12.7,Show Gravel
11762933103,TC 5.0 km,Corrida,2024-06-27,Noite,5.0,00:26:31,00:05:15,11.4,34.9,PUMA Velocity Nitro 3
11763338730,TP 72.0 km,Pedalada,2024-06-28,Noite,72.0,02:59:42,00:02:28,24.18,437,Show Gravel
11785983856,TC 10.0 km,Corrida,2024-07-01,Noite,10.0,00:54:55,00:05:28,10.95,86,PUMA Velocity Nitro 3
11817559718,TC 10.0 km,Corrida,2024-07-05,Noite,10.0,01:00:16,00:05:53,10.19,167.5,PUMA Velocity Nitro 3
11833380312,TC 10.0 km,Corrida,2024-07-07,Noite,10.0,01:00:10,00:05:54,10.15,78.7,PUMA Velocity Nitro 3
11857964508,TC 8.0 km,Corrida,2024-07-10,Noite,8.0,00:44:32,00:05:34,10.78,65.4,PUMA Velocity Nitro 3
11897891729,TP 45.0 km,Pedalada,2024-07-15,Noite,45.0,02:37:17,00:03:28,17.28,499,Show Gravel
11930865784,TC 7.0 km,Corrida,2024-07-19,Noite,7.0,00:46:32,00:06:38,9.03,68.8,PUMA Velocity Nitro 3
11947715527,TC 8.0 km,Corrida,2024-07-21,Noite,8.0,00:43:51,00:05:28,10.95,54.6,Adidas Duramo rc
11955399794,TC 8.0 km,Corrida,2024-07-22,Noite,8.0,00:45:28,00:05:30,10.9,49.7,PUMA Velocity Nitro 3
11973356232,TC 9.0 km,Corrida,2024-07-24,Noite,9.0,00:49:51,00:05:31,10.84,67.5,PUMA Velocity Nitro 3
11989212249,TC 10.0 km,Corrida,2024-07-26,Noite,10.0,00:57:21,00:05:43,10.47,167.5,PUMA Velocity Nitro 3
12014671479,TP 21.0 km,Pedalada,2024-07-29,Noite,21.0,01:42:44,00:04:51,12.34,371,Show Gravel
12046808856,TC 10.0 km,Corrida,2024-08-02,Noite,10.0,00:56:48,00:05:40,10.57,73.5,PUMA Velocity Nitro 3
12046808927,TC 10.0 km,Corrida,2024-07-28,Noite,10.0,01:02:10,00:06:12,9.66,84,PUMA Velocity Nitro 3
12046808975,TC 8.0 km,Corrida,2024-07-30,Noite,8.0,00:45:56,00:05:43,10.48,54.4,PUMA Velocity Nitro 3
12072161588,TC 8.0 km,Corrida,2024-08-05,Noite,8.0,00:45:41,00:05:39,10.6,101,PUMA Velocity Nitro 3
12090368530,TC 8.0 km,Corrida,2024-08-07,Noite,8.0,00:43:27,00:05:25,11.05,63.4,PUMA Velocity Nitro 3
12098659207,TC 8.0 km,Corrida,2024-08-08,Noite,8.0,00:44:41,00:05:32,10.82,62,PUMA Velocity Nitro 3
12106341317,TC 8.0 km,Corrida,2024-08-09,Noite,8.0,00:41:46,00:05:11,11.55,59.6,PUMA Velocity Nitro 3
12114612053,TC 8.0 km,Corrida,2024-08-10,Noite,8.0,00:45:58,00:05:42,10.52,65.4,PUMA Velocity Nitro 3
12123798642,TC 8.0 km,Corrida,2024-08-11,Noite,8.0,00:46:30,00:05:47,10.37,52.4,PUMA Velocity Nitro 3
12131880314,TC 8.0 km,Corrida,2024-08-12,Noite,8.0,00:45:01,00:05:37,10.68,138.1,PUMA Velocity Nitro 3
12140914418,TC 8.0 km,Corrida,2024-08-13,Noite,8.0,00:41:40,00:05:12,11.53,61,PUMA Velocity Nitro 3
12165618096,TC 6.0 km,Corrida,2024-08-16,Noite,6.0,00:34:03,00:05:34,10.75,52.3,PUMA Velocity Nitro 3
12183629895,TC 10.0 km,Corrida,2024-08-18,Noite,10.0,00:55:04,00:05:30,10.9,53.6,PUMA Velocity Nitro 3
12191336123,TP 28.0 km,Pedalada,2024-08-19,Noite,28.0,01:22:11,00:02:52,20.92,457,Show Gravel
12200494292,TC 8.0 km,Corrida,2024-08-20,Noite,8.0,00:50:39,00:06:17,9.52,73.6,PUMA Velocity Nitro 3
12209506165,TC 8.0 km,Corrida,2024-08-21,Noite,8.0,00:45:25,00:05:33,10.79,65.4,PUMA Velocity Nitro 3
12218380182,TC 6.0 km,Corrida,2024-08-22,Noite,6.0,00:32:17,00:05:17,11.34,22.8,PUMA Velocity Nitro 3
12260624784,TC 10.0 km,Corrida,2024-08-27,Noite,10.0,00:55:14,00:05:31,10.86,82.6,PUMA Velocity Nitro 3
12260624936,TC 10.0 km,Corrida,2024-08-26,Noite,10.0,00:59:37,00:05:57,10.07,68.6,PUMA Velocity Nitro 3
12284933279,TC 9.0 km,Corrida,2024-08-29,Noite,9.0,00:53:00,00:05:52,10.2,76.3,PUMA Velocity Nitro 3
12293450212,TC 8.0 km,Corrida,2024-08-31,Noite,8.0,00:43:24,00:05:25,11.06,84.7,PUMA Velocity Nitro 3
12301887007,TC 12.0 km,Corrida,2024-09-01,Noite,12.0,01:08:30,00:05:42,10.52,128.1,PUMA Velocity Nitro 3
12345844441,TC 6.0 km,Corrida,2024-09-02,Noite,6.0,00:43:52,00:07:16,8.25,24.3,Puma Flyer Runner
12345844475,TC 10.0 km,Corrida,2024-09-03,Noite,10.0,01:00:08,00:06:00,9.98,123.2,PUMA Velocity Nitro 3
12345844548,TC 6.0 km,Corrida,2024-09-04,Noite,6.0,00:33:30,00:05:34,10.76,61.3,PUMA Velocity Nitro 3
12345844592,TC 8.0 km,Corrida,2024-09-05,Noite,8.0,00:44:11,00:05:30,10.89,66.4,PUMA Velocity Nitro 3
12362141790,TC 3.0 km,Corrida,2024-09-08,Noite,3.0,00:18:08,00:06:02,9.93,38.9,PUMA Velocity Nitro 3
12362141884,TC 8.0 km,Corrida,2024-09-08,Noite,8.0,00:44:51,00:05:35,10.72,46.4,PUMA Velocity Nitro 3
12370738192,TC 7.0 km,Corrida,2024-09-09,Noite,7.0,00:59:53,00:08:33,7.01,61.3,PUMA Velocity Nitro 3
12379414701,TC 8.0 km,Corrida,2024-09-10,Noite,8.0,00:42:49,00:05:21,11.21,51.5,PUMA Velocity Nitro 3
12387779224,TP 23.0 km,Pedalada,2024-09-11,Noite,23.0,01:05:36,00:02:48,21.36,381,Show Gravel
12402892395,TC 11.0 km,Corrida,2024-09-13,Noite,11.0,01:01:29,00:05:35,10.74,71.4,PUMA Velocity Nitro 3
12411749139,TC 8.0 km,Corrida,2024-09-14,Noite,8.0,00:52:29,00:06:33,9.16,72.3,PUMA Velocity Nitro 3
12419825726,TC 10.0 km,Corrida,2024-09-15,Noite,10.0,00:53:08,00:05:18,11.3,66.8,PUMA Velocity Nitro 3
12428295328,TC 8.0 km,Corrida,2024-09-16,Noite,8.0,00:48:57,00:06:06,9.82,48.2,PUMA Velocity Nitro 3
12446089875,TC 5.0 km,Corrida,2024-09-18,Noite,5.0,00:29:19,00:05:30,10.91,120.2,PUMA Velocity Nitro 3
12470310299,TC 8.0 km,Corrida,2024-09-21,Noite,8.0,00:43:46,00:05:27,10.98,70.9,PUMA Velocity Nitro 3
12479205247,TC 10.0 km,Corrida,2024-09-22,Noite,10.0,00:55:25,00:05:30,10.9,69.6,PUMA Velocity Nitro 3
12487509007,TC 5.0 km,Corrida,2024-09-23,Noite,5.0,00:38:29,00:07:26,8.06,17.1,Puma Flyer Runner
12496366087,TC 8.0 km,Corrida,2024-09-24,Noite,8.0,00:42:54,00:05:20,11.22,52,PUMA Velocity Nitro 3
12519251882,TC 3.0 km,Corrida,2024-09-27,Noite,3.0,00:18:01,00:05:46,10.39,20.4,PUMA Velocity Nitro 3
12519252066,TC 9.0 km,Corrida,2024-09-27,Noite,9.0,00:49:07,00:05:27,11.01,75.7,PUMA Velocity Nitro 3
12527114530,TC 9.0 km,Corrida,2024-09-28,Noite,9.0,00:57:03,00:06:19,9.48,79.5,PUMA Velocity Nitro 3
12536057634,TC 15.0 km,Corrida,2024-09-29,Noite,15.0,01:25:34,00:05:42,10.53,132.7,PUMA Velocity Nitro 3
12584784218,TC 8.0 km,Corrida,2024-10-01,Noite,8.0,00:46:16,00:05:41,10.53,61,PUMA Velocity Nitro 3
12584784226,TC 10.0 km,Corrida,2024-10-02,Noite,10.0,00:59:32,00:05:56,10.09,81.2,PUMA Velocity Nitro 3
12584784347,TC 8.0 km,Corrida,2024-10-04,Noite,8.0,00:46:52,00:05:49,10.31,77,PUMA Velocity Nitro 3
12594580596,TC 8.0 km,Corrida,2024-10-06,Noite,8.0,00:42:38,00:05:15,11.43,49.3,PUMA Velocity Nitro 3
12601499153,TC 10.0 km,Corrida,2024-10-07,Noite,10.0,00:59:58,00:05:55,10.12,67.1,PUMA Velocity Nitro 3
12618036322,TC 8.0 km,Corrida,2024-10-09,Noite,8.0,00:41:57,00:05:14,11.44,67.5,PUMA Velocity Nitro 3
12643804379,TC 8.0 km,Corrida,2024-10-13,Manhã,8.0,00:42:27,00:05:17,11.32,57.3,Fila Racer T2 T2
12649255889,TC 8.0 km,Corrida,2024-10-13,Noite,8.0,00:43:13,00:05:23,11.13,90.5,Fila Racer T2 T2
12656889395,TC 10.0 km,Corrida,2024-10-14,Noite,10.0,00:58:36,00:05:51,10.25,8,Fila Racer T2 T2
12665307407,TC 8.0 km,Corrida,2024-10-15,Noite,8.0,00:40:35,00:04:59,12.02,71.4,Fila Racer T2 T2
12705607552,TC 10.0 km,Corrida,2024-10-20,Noite,10.0,00:53:34,00:05:21,11.21,84.1,Fila Racer T2 T2
12705607599,TC 8.0 km,Corrida,2024-10-19,Noite,8.0,00:45:39,00:05:41,10.55,91.7,Fila Racer T2 T2
12713052594,TP 59.0 km,Pedalada,2024-10-21,Noite,59.0,02:20:52,00:02:22,25.28,264,Show Gravel
12729603120,TC 10.0 km,Corrida,2024-10-23,Noite,10.0,00:54:34,00:05:27,11.01,75.6,Fila Racer T2 T2
12744450351,TC 15.0 km,Corrida,2024-10-25,Noite,15.0,01:24:01,00:05:36,10.71,121.3,PUMA Velocity Nitro 3
12758353864,TC 10.0 km,Corrida,2024-10-27,Tarde,10.0,00:50:05,00:05:00,11.98,83.2,PUMA Velocity Nitro 3
12769479869,TC 7.0 km,Corrida,2024-10-28,Noite,7.0,00:49:53,00:06:34,9.13,78.4,PUMA Velocity Nitro 3
12784896587,TC 6.0 km,Corrida,2024-10-30,Noite,6.0,00:31:41,00:05:07,11.7,69,PUMA Velocity Nitro 3
12799850150,TC 5.0 km,Corrida,2024-11-01,Noite,5.0,00:24:15,00:04:51,12.37,25.9,PUMA Velocity Nitro 3
12808099894,TC 10.0 km,Corrida,2024-11-02,Noite,10.0,00:55:14,00:05:31,10.87,119.7,PUMA Velocity Nitro 3
12824291528,TC 11.0 km,Corrida,2024-11-04,Noite,11.0,01:02:11,00:05:38,10.62,131.8,PUMA Velocity Nitro 3
12848107527,TC 9.0 km,Corrida,2024-11-07,Noite,9.0,00:50:03,00:05:33,10.79,110.3,PUMA Velocity Nitro 3
12848107842,TC 9.0 km,Corrida,2024-11-05,Noite,9.0,00:51:31,00:05:43,10.48,67.4,PUMA Velocity Nitro 3
12863090412,TC 9.0 km,Corrida,2024-11-09,Noite,9.0,00:45:45,00:05:05,11.8,64.8,PUMA Velocity Nitro 3
12879455563,TC 12.0 km,Corrida,2024-11-10,Noite,12.0,01:01:50,00:05:08,11.65,101.4,PUMA Velocity Nitro 3
12879455809,TC 8.0 km,Corrida,2024-11-11,Noite,8.0,00:47:09,00:05:53,10.19,45.9,PUMA Velocity Nitro 3
12894613307,TC 8.0 km,Corrida,2024-11-13,Noite,8.0,00:40:24,00:05:01,11.93,73,PUMA Velocity Nitro 3
12916917795,TC 8.0 km,Corrida,2024-11-16,Noite,8.0,00:47:27,00:05:55,10.13,64.9,PUMA Velocity Nitro 3
12925065787,TC 12.0 km,Corrida,2024-11-17,Noite,12.0,01:08:55,00:05:42,10.51,102.7,PUMA Velocity Nitro 3
12932524447,TC 10.0 km,Corrida,2024-11-18,Noite,10.0,00:54:50,00:05:28,10.95,91.4,Fila Racer T2 T2
12947159862,TC 10.0 km,Corrida,2024-11-20,Noite,10.0,00:53:20,00:05:19,11.26,97,PUMA Velocity Nitro 3
12983216469,TC 12.0 km,Corrida,2024-11-25,Noite,12.0,01:07:47,00:05:38,10.64,183.1,PUMA Velocity Nitro 3
12991009139,TC 6.0 km,Corrida,2024-11-23,Noite,6.0,00:33:36,00:05:31,10.86,54,PUMA Velocity Nitro 3
12997906554,TC 8.0 km,Corrida,2024-11-27,Noite,8.0,00:43:53,00:05:28,10.95,82.8,PUMA Velocity Nitro 3
13018801792,TC 10.0 km,Corrida,2024-11-30,Noite,10.0,00:53:13,00:05:18,11.29,103.3,Fila Racer T2 T2
13026911409,TC 12.0 km,Corrida,2024-12-01,Noite,12.0,01:13:23,00:06:06,9.81,102.3,PUMA Velocity Nitro 3
13033821158,TC 15.0 km,Corrida,2024-12-02,Noite,15.0,01:24:51,00:05:38,10.64,158.5,Fila Racer T2 T2
13068156224,TC 12.0 km,Corrida,2024-12-07,Noite,12.0,01:07:21,00:05:36,10.7,184.7,PUMA Velocity Nitro 3
13075570875,TC 10.0 km,Corrida,2024-12-08,Noite,10.0,00:59:35,00:05:56,10.1,74.7,PUMA Velocity Nitro 3
13089304328,TC 8.0 km,Corrida,2024-12-10,Noite,8.0,00:42:03,00:05:15,11.41,68,PUMA Velocity Nitro 3
13095676371,TC 10.0 km,Corrida,2024-12-11,Noite,10.0,00:51:30,00:05:08,11.69,134.5,PUMA Velocity Nitro 3
13116773140,TC 9.0 km,Corrida,2024-12-14,Noite,9.0,00:58:14,00:06:26,9.32,82.9,PUMA Velocity Nitro 3
13124504397,TC 12.0 km,Corrida,2024-12-15,Noite,12.0,01:05:33,00:05:17,11.33,155.3,PUMA Velocity Nitro 3
13131423657,TC 8.0 km,Corrida,2024-12-16,Noite,8.0,00:49:52,00:06:12,9.66,48.6,PUMA Velocity Nitro 3
13145676319,TC 6.0 km,Corrida,2024-12-18,Noite,6.0,00:30:15,00:05:01,11.94,37.8,Fila Racer T2 T2
13151010201,TC 10.0 km,Corrida,2024-12-19,Noite,10.0,00:57:23,00:05:42,10.51,87.5,PUMA Velocity Nitro 3
13161490951,TC 12.0 km,Corrida,2024-12-21,Tarde,12.0,01:06:23,00:05:31,10.85,19.7,PUMA Velocity Nitro 3
13171015122,TC 10.0 km,Corrida,2024-12-22,Noite,10.0,00:53:59,00:05:23,11.11,79,PUMA Velocity Nitro 3
13177688432,TC 11.0 km,Corrida,2024-12-23,Noite,11.0,01:09:32,00:06:16,9.56,99.5,PUMA Velocity Nitro 3
13184396121,TC 10.0 km,Corrida,2024-12-24,Noite,10.0,00:52:25,00:05:14,11.45,81.9,Fila Racer T2 T2
13187677642,TP 54.0 km,Pedalada,2024-12-25,Manhã,54.0,02:13:00,00:02:25,24.78,172.2,Show Gravel
13189776514,TC 6.0 km,Corrida,2024-12-25,Noite,6.0,00:34:26,00:05:43,10.47,53.3,PUMA Velocity Nitro 3
13200838018,TC 3.0 km,Corrida,2024-12-27,Tarde,3.0,00:20:44,00:05:45,10.42,54.7,PUMA Velocity Nitro 3
13200838253,TC 12.0 km,Corrida,2024-12-27,Tarde,12.0,01:08:12,00:05:37,10.66,93.7,PUMA Velocity Nitro 3
13207407725,TC 10.0 km,Corrida,2024-12-28,Manhã,10.0,00:57:21,00:05:44,10.46,104.1,Fila Racer T2 T2
13238226331,TC 10.0 km,Corrida,2025-01-01,Tarde,10.0,01:00:47,00:05:59,10.01,86.9,PUMA Velocity Nitro 3
13238226432,TC 6.0 km,Corrida,2024-12-30,Noite,6.0,00:38:30,00:06:24,9.37,57.2,PUMA Velocity Nitro 3
13259178190,TP 61.0 km,Pedalada,2025-01-03,Noite,61.0,02:34:14,00:02:31,23.82,210.8,Show Gravel
13284667093,TC 8.0 km,Corrida,2025-01-06,Noite,8.0,00:46:47,00:05:50,10.29,93.5,Fila Racer T2 T2
13294196688,TC 21.0 km,Corrida,2025-01-07,Noite,21.0,01:54:53,00:05:28,10.97,217.5,PUMA Velocity Nitro 3
13320407307,TC 10.0 km,Corrida,2025-01-10,Noite,10.0,00:54:26,00:05:26,11.03,124.7,Adidas Adizero SL Adizero SL
13328751445,TC 8.0 km,Corrida,2025-01-11,Noite,8.0,00:49:33,00:06:11,9.7,68.4,Adidas Adizero SL Adizero SL
13347088239,TC 12.0 km,Corrida,2025-01-13,Noite,12.0,01:07:59,00:05:36,10.71,181.4,Fila Racer T2 T2
13382713558,TC 8.0 km,Corrida,2025-01-17,Noite,8.0,00:46:11,00:05:45,10.41,59.9,Adidas Adizero SL Adizero SL
13391504817,TC 5.0 km,Corrida,2025-01-18,Noite,5.0,00:40:05,00:07:57,7.54,187.6,Adidas Adizero SL Adizero SL
13401226127,TC 8.0 km,Corrida,2025-01-19,Noite,8.0,00:43:29,00:05:25,11.07,64.5,Adidas Adizero SL Adizero SL
13418373693,TC 8.0 km,Corrida,2025-01-21,Noite,8.0,00:42:47,00:05:20,11.25,85.4,Adidas Adizero SL Adizero SL
13443358625,TC 15.0 km,Corrida,2025-01-24,Noite,15.0,01:29:41,00:05:42,10.52,138.8,PUMA Velocity Nitro 3
